Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,LAT,LONG
5887,US-2014-109456,2014-10-16,2014-10-17,Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,Not,179.97,3,0.0,30.0,37.7749295,-122.3943
5888,CA-2017-151596,2017-08-10,2017-11-10,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East,Chuck Magee,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",Not,42.76,1,0.0,11.1176,41.878319,-71.4754
5889,CA-2015-147879,2015-07-05,2015-12-05,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,42301,South,Cassandra Brandow,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,Not,45.68,2,0.0,21.0128,37.820925,-87.5494
5890,CA-2016-166625,2016-04-14,2016-04-17,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215,East,Chuck Magee,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,Not,25.06,2,0.0,11.7782,39.294,-76.610117
5891,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,Not,38.432,1,0.2,13.4512,41.878125,-87.6707
5892,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",Not,21.568,2,0.2,1.6176,41.878125,-87.6707
5893,CA-2016-146157,2016-11-21,2016-11-26,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,Not,81.576,3,0.2,2.0394,41.878125,-87.6707
5894,CA-2017-159954,2017-10-09,2017-10-09,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,Yes,2.78,1,0.0,1.3622,33.748999,-84.388045
5895,CA-2017-100825,2017-09-09,2017-09-14,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Not,99.87,3,0.0,23.9688,34.052235,-118.253751
5896,CA-2014-168305,2014-01-11,2014-08-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-LA-10003498,Office Supplies,Labels,Avery 475,Not,44.4,3,0.0,22.2,34.052235,-118.253751
5897,CA-2014-168305,2014-01-11,2014-08-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,Not,21.4,5,0.0,9.63,34.052235,-118.253751
5898,CA-2016-167682,2016-03-04,2016-09-04,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,Kelly Williams,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Not,71.12,4,0.0,22.0472,37.519308,-77.4431407
5899,CA-2016-167682,2016-03-04,2016-09-04,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,Kelly Williams,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,Not,250.0,4,0.0,30.0,37.519308,-77.4431407
5900,CA-2017-108000,2017-12-01,2017-12-01,Standard Class,LS-16945,Linda Southworth,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,Not,9.78,1,0.0,4.89,37.7749295,-122.3943
5901,CA-2015-146465,2015-11-20,2015-11-24,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,Not,24.192,9,0.2,7.56,37.7749295,-122.3943
5902,CA-2016-159639,2016-11-27,2016-11-27,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,Chuck Magee,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Not,31.56,3,0.0,10.4148,42.372259,-74.427082
5903,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,Not,59.94,3,0.0,28.1718,37.7749295,-122.3943
5904,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,Not,45.36,4,0.0,22.2264,37.7749295,-122.3943
5905,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,Not,26.4,5,0.0,12.672,37.7749295,-122.3943
5906,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-LA-10000414,Office Supplies,Labels,Avery 503,Not,41.4,4,0.0,19.872,37.7749295,-122.3943
5907,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,Not,16.95,1,0.0,1.017,37.7749295,-122.3943
5908,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,Anna Andreadi,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,Not,24.704,2,0.2,9.264,37.338286,-121.890002
5909,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,Anna Andreadi,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Not,59.7,3,0.0,26.865,37.338286,-121.890002
5910,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,Anna Andreadi,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",Not,14.52,3,0.0,5.6628,37.338286,-121.890002
5911,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,Anna Andreadi,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,Not,104.184,3,0.2,30.0,37.338286,-121.890002
5912,CA-2016-155383,2016-12-17,2016-12-22,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",Not,46.53,3,0.0,13.0284,47.6062,-122.3333
5913,CA-2014-120432,2014-08-24,2014-08-26,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301,South,Cassandra Brandow,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,Not,25.5,3,0.0,6.63,37.820925,-87.5494
5914,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,Not,14.9,5,0.0,1.043,40.712775,-73.9813
5915,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-LA-10002762,Office Supplies,Labels,Avery 485,Not,87.71,7,0.0,30.0,40.712775,-73.9813
5916,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Not,199.764,2,0.1,8.8784,40.712775,-73.9813
5917,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Not,94.6,4,0.0,27.434,40.712775,-73.9813
5918,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Not,250.0,6,0.2,30.0,40.712775,-73.9813
5919,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,Not,250.0,5,0.2,0.0,40.712775,-73.9813
5920,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Not,209.97,3,0.0,30.0,40.712775,-73.9813
5921,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Not,250.0,2,0.0,30.0,40.712775,-73.9813
5922,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Not,110.96,2,0.0,30.0,40.712775,-73.9813
5923,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Chuck Magee,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,Not,67.8,4,0.0,1.356,40.712775,-73.9813
5924,CA-2016-130288,2016-11-26,2016-11-30,Second Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10011,East,Chuck Magee,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",Not,250.0,2,0.4,0.0,40.712775,-73.9813
5925,CA-2017-146458,2017-11-19,2017-11-22,Second Class,RB-19435,Richard Bierner,Consumer,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-AR-10001177,Office Supplies,Art,Newell 349,Not,22.96,7,0.0,6.6584,42.096144,-89.640664
5926,CA-2017-150420,2017-03-06,2017-08-06,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226,West,Anna Andreadi,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,Not,250.0,10,0.0,30.0,48.7564,-122.513676
5927,US-2014-118997,2014-08-04,2014-12-04,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,Cassandra Brandow,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Not,250.0,8,0.0,30.0,33.6943,-88.1803
5928,CA-2014-114314,2014-11-10,2014-11-10,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,Cassandra Brandow,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Not,7.31,1,0.0,3.4357,35.735529,-91.081055
5929,CA-2014-114314,2014-11-10,2014-11-10,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,Cassandra Brandow,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Not,8.92,4,0.0,3.9248,35.735529,-91.081055
5930,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Not,87.21,3,0.5,0.0,39.952369,-75.1697981
5931,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,Not,15.552,3,0.2,5.4432,39.952369,-75.1697981
5932,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,Not,250.0,2,0.4,0.0,39.952369,-75.1697981
5933,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,Not,13.392,3,0.2,1.0044,39.952369,-75.1697981
5934,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,Not,16.776,3,0.2,4.8231,39.952369,-75.1697981
5935,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Not,250.0,2,0.2,30.0,39.952369,-75.1697981
5936,CA-2016-103107,2016-04-07,2016-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",Not,25.4,5,0.0,8.636,47.6062,-122.3333
5937,CA-2016-103107,2016-04-07,2016-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,Not,177.48,3,0.2,19.9665,47.6062,-122.3333
5938,CA-2016-103107,2016-04-07,2016-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,Not,71.976,3,0.2,8.997,47.6062,-122.3333
5939,CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,Not,95.992,1,0.2,9.5992,33.0241,-96.8247
5940,CA-2017-122077,2017-05-19,2017-05-25,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,OFF-LA-10004178,Office Supplies,Labels,Avery 491,Not,13.216,4,0.2,4.2952,33.0241,-96.8247
5941,CA-2017-112431,2017-12-10,2017-12-10,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,Not,250.0,12,0.0,30.0,34.052235,-118.253751
5942,CA-2017-112431,2017-12-10,2017-12-10,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10000940,Office Supplies,Art,Newell 343,Not,5.88,2,0.0,1.5876,34.052235,-118.253751
5943,CA-2016-151092,2016-06-08,2016-08-13,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Not,211.168,4,0.2,18.4772,34.052235,-118.253751
5944,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",Not,6.28,1,0.0,2.6376,34.052235,-118.253751
5945,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,Not,95.1,5,0.0,30.0,34.052235,-118.253751
5946,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,Not,25.92,4,0.0,12.4416,34.052235,-118.253751
5947,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,Not,48.84,4,0.0,13.1868,34.052235,-118.253751
5948,CA-2015-115924,2015-09-14,2015-09-18,Second Class,BE-11455,Brad Eason,Home Office,United States,Des Moines,Iowa,50315,Central,Kelly Williams,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,Not,25.9,5,0.0,12.691,41.56083,-93.6246
5949,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,Cassandra Brandow,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Not,42.68,4,0.0,19.6328,35.02997,-90.0058
5950,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,Cassandra Brandow,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,Not,250.0,3,0.0,30.0,35.02997,-90.0058
5951,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,Cassandra Brandow,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Not,250.0,2,0.0,30.0,35.02997,-90.0058
5952,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,Cassandra Brandow,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,Not,234.36,6,0.0,30.0,35.02997,-90.0058
5953,US-2017-141698,2017-04-15,2017-04-21,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,Not,20.736,4,0.2,7.2576,29.7604,-95.369803
5954,US-2014-105151,2014-03-30,2014-03-31,First Class,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009,East,Chuck Magee,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Not,10.5,5,0.0,2.94,40.712775,-73.9813
5955,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,Chuck Magee,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Not,23.968,2,0.2,7.7896,40.324003,-75.8572
5956,CA-2014-155796,2014-11-11,2014-11-15,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,Chuck Magee,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Not,250.0,4,0.5,0.0,40.324003,-75.8572
5957,CA-2016-127138,2016-12-03,2016-12-03,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Not,250.0,5,0.0,6.7655,37.7749295,-122.3943
5958,CA-2016-127138,2016-12-03,2016-12-03,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,Not,154.9,5,0.0,30.0,37.7749295,-122.3943
5959,CA-2016-127138,2016-12-03,2016-12-03,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,Not,30.56,4,0.0,14.9744,37.7749295,-122.3943
5960,CA-2016-127138,2016-12-03,2016-12-03,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,Not,250.0,3,0.2,30.0,37.7749295,-122.3943
5961,CA-2017-150602,2017-09-02,2017-09-02,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045,West,Anna Andreadi,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",Not,21.12,4,0.0,6.5472,34.052235,-118.253751
5962,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,Not,250.0,9,0.2,30.0,34.052235,-118.253751
5963,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Not,7.78,2,0.0,2.0228,34.052235,-118.253751
5964,CA-2014-140732,2014-11-11,2014-11-13,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,Not,123.92,4,0.0,30.0,34.052235,-118.253751
5965,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,Not,17.22,3,0.0,5.166,37.7749295,-122.3943
5966,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",Not,226.56,6,0.0,30.0,37.7749295,-122.3943
5967,CA-2017-119011,2017-08-20,2017-08-25,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,Anna Andreadi,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,Not,107.88,3,0.2,10.788,37.7749295,-122.3943
5968,CA-2016-166912,2016-01-15,2016-01-17,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,Not,81.98,2,0.0,30.0,40.712775,-73.9813
5969,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,Yes,104.85,1,0.0,30.0,32.7157,-117.1625
5970,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,Yes,8.704,2,0.2,3.1552,32.7157,-117.1625
5971,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,Yes,19.92,4,0.0,9.7608,32.7157,-117.1625
5972,CA-2014-141726,2014-07-20,2014-07-22,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,Yes,43.02,3,0.0,15.4872,32.7157,-117.1625
5973,CA-2017-115105,2017-06-02,2017-11-02,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Not,240.784,1,0.2,30.0,40.712775,-73.9813
5974,CA-2015-143980,2015-12-25,2015-12-29,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Not,250.0,2,0.0,30.0,40.712775,-73.9813
5975,CA-2016-135636,2016-08-10,2016-10-13,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Charlotte,North Carolina,28205,South,Cassandra Brandow,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,Not,250.0,5,0.2,0.0,35.2271,-80.8680229
5976,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,Kelly Williams,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,Not,250.0,2,0.0,30.0,38.9459,-94.76058
5977,CA-2017-102155,2017-07-13,2017-07-17,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,Kelly Williams,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,Not,13.56,2,0.0,6.2376,38.9459,-94.76058
5978,CA-2017-116953,2017-04-24,2017-04-25,First Class,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,85204,West,Anna Andreadi,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,Not,250.0,10,0.2,30.0,33.647046,-111.9525
5979,CA-2014-117765,2014-07-09,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,Kelly Williams,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,Not,250.0,5,0.0,30.0,36.15767,-95.9
5980,CA-2014-117765,2014-07-09,2014-09-13,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,Kelly Williams,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,Not,32.06,2,0.0,15.3888,36.15767,-95.9
